"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2025","122.58","122.79","123.86","121.40","12.87M","1.55%"
"07/22/2025","120.71","120.44","121.84","119.00","11.55M","0.37%"
"07/21/2025","120.27","119.51","122.31","118.25","17.94M","0.03%"
"07/18/2025","120.23","121.38","122.16","119.77","26.79M","2.50%"
"07/17/2025","117.30","115.04","118.20","114.86","14.57M","1.36%"
"07/16/2025","115.73","115.50","116.03","114.04","14.44M","-1.06%"
"07/15/2025","116.97","114.65","117.21","113.20","34.79M","8.09%"
"07/14/2025","108.22","107.64","108.80","107.19","13.23M","1.41%"
"07/11/2025","106.72","106.91","107.42","106.30","10.77M","0.08%"
"07/10/2025","106.64","105.14","106.76","104.41","13.55M","2.71%"
"07/09/2025","103.83","105.48","105.53","103.71","24.61M","-3.85%"
"07/08/2025","107.99","108.76","109.13","107.91","11.32M","1.62%"
"07/07/2025","106.27","107.43","108.20","105.94","17.45M","-2.24%"
"07/03/2025","108.70","108.33","109.08","107.95","11.85M","-1.82%"
"07/02/2025","110.71","111.57","111.82","110.37","13.84M","-2.86%"
"07/01/2025","113.97","112.95","114.79","112.74","9.24M","0.49%"
"06/30/2025","113.41","112.46","113.49","111.40","10.46M","-0.59%"
"06/27/2025","114.08","114.37","115.50","113.32","12.36M","0.13%"
"06/26/2025","113.93","114.10","114.20","113.38","8.39M","-0.54%"
"06/25/2025","114.55","117.20","117.45","114.17","12.84M","-2.10%"
"06/24/2025","117.01","114.61","117.32","113.62","17.13M","3.47%"
"06/23/2025","113.09","112.11","113.09","111.26","12.54M","0.07%"
"06/20/2025","113.01","114.11","114.43","112.62","12.74M","-0.42%"
"06/18/2025","113.49","113.64","114.30","113.02","14.00M","-1.34%"
"06/17/2025","115.03","115.94","116.61","115.03","10.21M","-0.80%"
"06/16/2025","115.96","114.98","116.90","114.87","10.24M","2.74%"
"06/13/2025","112.87","113.67","114.78","112.27","13.36M","-3.22%"
"06/12/2025","116.62","117.52","117.55","115.95","10.20M","-2.31%"
"06/11/2025","119.38","121.66","122.49","119.10","10.44M","-1.27%"
"06/10/2025","120.92","119.66","121.20","118.93","8.89M","0.33%"
"06/09/2025","120.52","120.13","121.19","119.17","10.41M","1.76%"
"06/06/2025","118.44","118.06","118.82","117.29","9.75M","-1.27%"
"06/05/2025","119.96","120.95","121.55","119.14","15.38M","0.43%"
"06/04/2025","119.45","116.82","120.00","116.66","18.12M","3.90%"
"06/03/2025","114.97","115.38","115.81","114.42","14.01M","0.19%"
"06/02/2025","114.75","114.90","115.40","113.66","13.15M","0.80%"
"05/30/2025","113.84","115.01","115.07","111.60","17.21M","-2.85%"
"05/29/2025","117.18","119.04","119.34","116.70","12.39M","0.38%"
"05/28/2025","116.74","117.45","117.92","116.51","11.71M","-2.33%"
"05/27/2025","119.52","119.88","120.00","118.89","8.54M","-1.00%"
"05/23/2025","120.73","119.58","121.04","119.28","7.16M","-0.62%"
"05/22/2025","121.48","121.49","122.17","120.92","7.82M","-1.71%"
"05/21/2025","123.59","125.45","126.06","122.77","8.52M","-1.25%"
"05/20/2025","125.16","124.29","125.22","124.15","11.79M","1.79%"
"05/19/2025","122.96","120.18","123.06","120.00","11.20M","-0.40%"
"05/16/2025","123.46","125.78","126.10","123.31","20.09M","-0.36%"
"05/15/2025","123.90","126.24","126.32","122.65","35.44M","-7.57%"
"05/14/2025","134.05","134.07","134.51","132.65","18.28M","1.82%"
"05/13/2025","131.65","131.00","133.03","130.20","16.12M","-0.68%"
"05/12/2025","132.55","133.87","134.07","132.30","22.63M","5.76%"
"05/09/2025","125.33","126.99","127.77","125.19","11.17M","-0.37%"
"05/08/2025","125.79","125.35","126.82","124.17","10.85M","2.08%"
"05/07/2025","123.23","124.91","124.96","122.91","16.02M","-3.47%"
"05/06/2025","127.66","128.46","129.73","127.49","17.92M","0.86%"
"05/05/2025","126.57","125.00","127.13","124.71","9.87M","0.64%"
"05/02/2025","125.76","126.00","126.62","124.25","18.09M","4.34%"
"05/01/2025","120.53","120.19","121.45","119.36","8.69M","0.92%"
"04/30/2025","119.43","119.09","119.94","118.19","10.14M","0.46%"
"04/29/2025","118.88","117.73","119.88","117.69","8.30M","0.43%"
"04/28/2025","118.37","119.50","120.67","117.29","10.75M","-1.59%"
"04/25/2025","120.28","118.58","120.49","118.27","9.31M","0.83%"
"04/24/2025","119.29","117.93","119.34","117.58","13.70M","0.27%"
"04/23/2025","118.97","119.59","123.81","118.75","25.76M","2.67%"
"04/22/2025","115.88","114.36","117.43","113.01","27.66M","5.20%"
"04/21/2025","110.15","108.73","110.23","107.27","12.15M","1.18%"
"04/17/2025","108.87","110.83","111.51","108.42","17.88M","1.99%"
"04/16/2025","106.75","108.18","108.97","105.95","18.03M","-4.93%"
"04/15/2025","112.28","113.78","114.00","111.47","16.17M","-1.48%"
"04/14/2025","113.97","111.87","116.00","111.70","32.93M","5.79%"
"04/11/2025","107.73","104.78","108.04","102.19","40.52M","3.41%"
"04/10/2025","104.18","106.86","108.45","101.37","53.13M","-0.57%"
"04/09/2025","104.78","100.60","107.04","95.73","74.98M","5.44%"
"04/08/2025","99.37","108.26","109.00","97.75","52.10M","-6.24%"
"04/07/2025","105.98","106.62","114.12","102.64","61.39M","-9.06%"
"04/04/2025","116.54","117.57","118.87","111.30","57.15M","-9.89%"
"04/03/2025","129.33","125.64","130.67","125.50","30.61M","-0.35%"
"04/02/2025","129.79","131.96","132.83","129.15","21.24M","-2.19%"
"04/01/2025","132.70","132.75","134.10","131.53","11.63M","0.36%"
"03/31/2025","132.23","130.03","132.87","128.00","12.18M","-0.15%"
"03/28/2025","132.43","133.50","134.21","131.40","13.27M","-2.36%"
"03/27/2025","135.63","133.45","137.79","132.88","16.69M","2.56%"
"03/26/2025","132.24","133.53","134.66","131.13","16.02M","-0.38%"
"03/25/2025","132.75","132.94","136.24","132.35","17.94M","-1.29%"
"03/24/2025","134.48","136.33","136.43","133.63","14.02M","-0.49%"
"03/21/2025","135.14","133.99","136.47","133.30","13.97M","-1.29%"
"03/20/2025","136.91","137.18","138.99","136.37","23.65M","-4.39%"
"03/19/2025","143.20","145.07","145.20","141.87","16.33M","0.32%"
"03/18/2025","142.74","146.38","146.87","142.50","20.95M","-3.27%"
"03/17/2025","147.57","140.16","148.43","140.03","33.90M","4.59%"
"03/14/2025","141.10","141.35","141.82","139.45","17.38M","1.99%"
"03/13/2025","138.35","134.77","140.28","134.34","20.52M","0.88%"
"03/12/2025","137.14","138.40","138.95","135.28","23.88M","-1.35%"
"03/11/2025","139.02","138.16","141.33","136.04","29.09M","4.89%"
"03/10/2025","132.54","135.99","137.95","131.00","33.48M","-5.75%"
"03/07/2025","140.62","142.92","145.36","139.38","31.90M","0.48%"
"03/06/2025","139.95","142.20","144.76","138.09","35.48M","-0.77%"
"03/05/2025","141.03","134.37","141.83","133.34","37.28M","8.61%"
"03/04/2025","129.85","129.60","132.10","126.10","25.37M","-0.73%"
"03/03/2025","130.81","134.01","134.71","129.56","22.53M","-1.28%"
"02/28/2025","132.51","130.95","133.95","130.14","24.86M","-2.96%"
"02/27/2025","136.55","138.68","140.10","135.87","23.86M","-1.82%"
"02/26/2025","139.08","140.00","141.95","138.29","40.67M","3.78%"
"02/25/2025","134.01","132.79","134.47","130.75","38.88M","3.85%"
"02/24/2025","129.04","135.80","135.80","128.44","74.12M","-10.23%"
"02/21/2025","143.75","141.60","145.30","141.10","73.89M","5.72%"
"02/20/2025","135.97","137.81","144.51","131.41","118.85M","8.09%"
"02/19/2025","125.79","126.00","127.70","124.95","35.16M","-0.87%"
"02/18/2025","126.90","127.74","129.02","125.61","42.15M","1.74%"
"02/14/2025","124.73","126.59","126.80","120.50","52.73M","4.34%"
"02/13/2025","119.54","115.33","119.57","114.76","34.43M","1.02%"
"02/12/2025","118.33","115.82","119.81","114.96","44.02M","4.92%"
"02/11/2025","112.78","113.96","115.54","111.00","55.00M","1.31%"
"02/10/2025","111.32","107.32","111.65","106.70","42.43M","7.55%"
"02/07/2025","103.51","104.46","107.51","103.00","39.54M","3.12%"
"02/06/2025","100.38","101.25","101.74","99.86","12.77M","1.11%"
"02/05/2025","99.28","100.17","101.82","99.03","17.02M","-3.00%"
"02/04/2025","102.35","100.59","103.61","99.68","29.88M","3.79%"
"02/03/2025","98.61","96.50","101.87","96.07","29.28M","-0.23%"
"01/31/2025","98.84","102.00","102.50","98.00","36.50M","-3.80%"
"01/30/2025","102.74","97.30","103.67","97.14","45.93M","6.22%"
"01/29/2025","96.72","99.39","101.28","96.45","75.05M","0.72%"
"01/28/2025","96.03","90.94","96.43","89.90","31.30M","6.71%"
"01/27/2025","89.99","90.59","91.43","89.22","26.00M","0.95%"
"01/24/2025","89.14","86.71","89.19","86.48","18.79M","3.53%"
"01/23/2025","86.10","85.80","86.20","84.96","9.23M","-0.35%"
"01/22/2025","86.40","85.00","86.54","84.42","10.35M","1.19%"
"01/21/2025","85.38","86.87","86.90","84.92","17.10M","0.31%"
"01/17/2025","85.12","83.20","85.59","83.03","21.13M","3.26%"
"01/16/2025","82.43","82.02","82.59","81.82","7.57M","-0.01%"
"01/15/2025","82.44","82.63","82.79","82.15","11.66M","0.93%"
"01/14/2025","81.68","82.39","82.65","81.49","8.77M","1.42%"
"01/13/2025","80.54","80.15","81.08","80.06","10.73M","0.01%"
"01/10/2025","80.53","82.25","82.25","80.40","15.39M","-3.78%"
"01/08/2025","83.69","83.09","83.79","82.72","9.66M","-0.94%"
"01/07/2025","84.48","84.31","85.11","83.78","11.14M","-1.22%"
"01/06/2025","85.52","86.55","87.36","85.08","18.08M","-0.02%"
"01/03/2025","85.54","85.10","85.55","84.76","7.69M","0.69%"
"01/02/2025","84.95","84.39","85.43","84.20","10.64M","0.19%"
"12/31/2024","84.79","84.42","85.35","84.42","7.41M","0.78%"
"12/30/2024","84.13","84.17","84.95","83.53","10.73M","-1.09%"
"12/27/2024","85.06","84.89","85.27","84.29","8.63M","-1.18%"
"12/26/2024","86.08","85.72","87.27","85.56","12.02M","0.65%"
"12/24/2024","85.52","85.70","85.89","85.00","5.24M","0.45%"
"12/23/2024","85.14","82.85","85.31","82.77","20.06M","3.48%"
"12/20/2024","82.28","82.21","83.00","81.70","21.27M","-2.41%"
"12/19/2024","84.31","85.00","85.39","84.24","13.80M","-0.81%"
"12/18/2024","85.00","86.39","87.22","84.83","11.32M","-2.47%"
"12/17/2024","87.15","85.50","87.60","85.40","13.29M","1.27%"
"12/16/2024","86.06","85.96","86.92","85.87","13.22M","-2.00%"
"12/13/2024","87.82","88.19","88.39","87.24","11.61M","-1.58%"
"12/12/2024","89.23","89.04","90.00","88.49","9.95M","0.28%"
"12/11/2024","88.98","88.89","89.17","88.00","9.87M","-0.95%"
"12/10/2024","89.83","89.79","90.56","89.50","13.86M","-2.70%"
"12/09/2024","92.32","92.01","94.12","91.83","32.77M","7.44%"
"12/06/2024","85.93","86.01","86.69","85.90","11.75M","2.12%"
"12/05/2024","84.15","84.79","85.10","83.93","12.98M","-0.92%"
"12/04/2024","84.93","85.95","85.99","84.27","13.61M","-0.88%"
"12/03/2024","85.68","86.00","86.64","85.38","13.66M","-0.31%"
"12/02/2024","85.95","86.94","87.00","85.27","16.54M","-1.63%"
"11/29/2024","87.37","86.42","87.49","85.97","7.55M","0.90%"
"11/27/2024","86.59","86.97","87.54","86.47","13.61M","1.66%"
"11/26/2024","85.18","85.82","86.08","84.86","10.24M","-0.47%"
"11/25/2024","85.58","84.25","85.88","83.75","15.12M","2.95%"
"11/22/2024","83.13","83.60","83.68","82.64","25.00M","-2.86%"
"11/21/2024","85.58","86.98","87.04","85.44","15.87M","-1.37%"
"11/20/2024","86.77","87.04","87.54","86.50","15.17M","-0.39%"
"11/19/2024","87.11","87.16","87.94","86.82","19.29M","-2.51%"
"11/18/2024","89.35","88.90","89.50","87.85","13.51M","0.86%"
"11/15/2024","88.59","90.20","90.70","87.23","31.02M","-2.20%"
"11/14/2024","90.58","90.89","91.56","90.01","16.95M","-1.54%"
"11/13/2024","92.00","92.55","92.87","91.28","12.87M","0.24%"
"11/12/2024","91.78","92.68","93.33","91.03","21.64M","-3.81%"
"11/11/2024","95.42","96.16","96.80","95.04","12.56M","1.31%"
"11/08/2024","94.19","96.11","96.38","93.69","24.88M","-5.94%"
"11/07/2024","100.14","99.26","101.10","99.18","16.34M","3.53%"
"11/06/2024","96.73","95.80","97.32","94.76","18.16M","-2.50%"
"11/05/2024","99.21","99.97","101.09","98.96","10.80M","0.82%"
"11/04/2024","98.40","98.82","99.88","98.36","8.68M","0.84%"
"11/01/2024","97.58","98.22","98.30","97.42","8.50M","-0.41%"
"10/31/2024","97.98","97.80","98.10","96.75","8.38M","-0.73%"
"10/30/2024","98.70","98.21","99.80","97.58","10.18M","-1.13%"
"10/29/2024","99.83","101.45","101.45","99.53","13.69M","-0.10%"
"10/28/2024","99.93","99.03","101.05","98.78","16.04M","2.58%"
"10/25/2024","97.42","98.30","98.90","97.05","16.98M","1.10%"
"10/24/2024","96.36","96.79","97.41","95.52","13.60M","-1.67%"
"10/23/2024","98.00","100.17","100.22","97.74","13.64M","-2.45%"
"10/22/2024","100.46","100.01","101.89","99.80","20.65M","-0.45%"
"10/21/2024","100.91","100.47","101.65","100.11","10.33M","-1.48%"
"10/18/2024","102.43","103.36","103.36","101.66","20.82M","2.36%"
"10/17/2024","100.07","101.25","101.45","99.55","15.81M","-2.06%"
"10/16/2024","102.17","102.50","103.85","101.78","16.43M","0.32%"
"10/15/2024","101.84","103.99","104.41","101.64","28.94M","-5.54%"
"10/14/2024","107.81","108.31","110.08","106.92","21.35M","-2.12%"
"10/11/2024","110.14","108.05","111.05","107.22","18.04M","0.79%"
"10/10/2024","109.28","108.98","110.84","107.48","19.74M","1.29%"
"10/09/2024","107.89","105.80","109.38","105.62","28.79M","-1.63%"
"10/08/2024","109.68","110.10","110.76","108.04","37.41M","-6.67%"
"10/07/2024","117.52","117.45","117.82","113.37","38.40M","2.61%"
"10/04/2024","114.53","115.67","115.73","113.75","25.70M","1.50%"
"10/03/2024","112.84","110.90","114.09","110.63","29.27M","-2.09%"
"10/02/2024","115.25","115.31","116.57","112.22","53.73M","2.23%"
"10/01/2024","112.74","106.42","112.79","106.15","44.51M","6.24%"
"09/30/2024","106.12","111.72","112.22","106.11","58.70M","-1.13%"
"09/27/2024","107.33","105.97","109.43","105.73","50.08M","2.15%"
"09/26/2024","105.07","102.69","105.97","101.76","67.26M","10.07%"
"09/25/2024","95.46","94.38","96.18","94.06","18.82M","-1.78%"
"09/24/2024","97.19","96.07","97.50","94.40","47.42M","7.88%"
"09/23/2024","90.09","89.47","91.15","89.32","19.74M","2.04%"
"09/20/2024","88.29","89.22","89.52","88.05","12.28M","-0.23%"
"09/19/2024","88.49","87.63","88.57","86.95","18.62M","4.82%"
"09/18/2024","84.42","84.85","85.00","84.04","7.86M","-0.33%"
"09/17/2024","84.70","84.82","85.77","84.63","10.11M","1.32%"
"09/16/2024","83.60","84.04","84.38","83.26","11.30M","-1.29%"
"09/13/2024","84.69","84.39","84.89","83.82","8.99M","-0.94%"
"09/12/2024","85.49","85.03","85.68","84.86","10.78M","0.80%"
"09/11/2024","84.81","83.57","84.84","83.50","11.55M","1.21%"
"09/10/2024","83.80","83.80","84.30","82.71","15.33M","2.90%"
"09/09/2024","81.44","80.93","81.63","80.32","10.43M","0.32%"
"09/06/2024","81.18","82.12","82.62","81.17","11.71M","-1.52%"
"09/05/2024","82.43","82.11","83.01","82.00","8.46M","-0.05%"
"09/04/2024","82.47","82.87","83.40","82.30","11.11M","0.24%"
"09/03/2024","82.27","81.78","83.02","81.70","11.64M","-1.28%"
"08/30/2024","83.34","84.72","84.75","82.58","20.03M","2.86%"
"08/29/2024","81.02","81.24","81.46","80.46","14.15M","1.76%"
"08/28/2024","79.62","81.13","81.28","79.21","14.02M","-2.25%"
"08/27/2024","81.45","82.27","82.65","81.27","9.03M","-0.38%"
"08/26/2024","81.76","81.89","82.31","80.37","29.32M","-4.27%"
"08/23/2024","85.41","84.90","85.79","84.36","17.32M","2.95%"
"08/22/2024","82.96","83.50","83.79","81.83","9.73M","-0.68%"
"08/21/2024","83.53","81.85","83.80","81.71","14.69M","3.07%"
"08/20/2024","81.04","82.46","82.60","80.78","17.88M","-3.42%"
"08/19/2024","83.91","83.98","84.90","83.49","14.75M","0.88%"
"08/16/2024","83.18","82.05","84.16","81.98","25.25M","4.58%"
"08/15/2024","79.54","77.90","81.88","77.74","31.62M","0.09%"
"08/14/2024","79.47","80.55","80.98","78.07","18.06M","-2.01%"
"08/13/2024","81.10","80.96","81.40","80.68","9.37M","0.23%"
"08/12/2024","80.91","80.59","81.50","80.23","12.13M","1.15%"
"08/09/2024","79.99","79.97","80.22","79.19","7.76M","-0.40%"
"08/08/2024","80.31","78.85","80.31","78.75","14.00M","3.19%"
"08/07/2024","77.83","78.92","78.94","77.46","9.69M","-0.09%"
"08/06/2024","77.90","76.51","78.85","76.51","12.13M","1.20%"
"08/05/2024","76.98","74.03","77.25","73.87","16.14M","-0.61%"
"08/02/2024","77.45","76.79","77.47","75.76","10.81M","-0.68%"
"08/01/2024","77.98","78.77","79.36","77.84","8.56M","-1.10%"
"07/31/2024","78.85","79.33","80.01","78.34","12.18M","1.09%"
"07/30/2024","78.00","78.22","78.79","77.70","8.43M","-0.79%"
"07/29/2024","78.62","78.46","79.40","78.21","17.36M","2.73%"
"07/26/2024","76.53","75.26","76.77","74.55","10.88M","1.50%"
"07/25/2024","75.40","75.37","76.21","75.13","8.17M","-0.53%"
"07/24/2024","75.80","76.15","77.06","75.72","7.92M","-0.39%"
"07/23/2024","76.10","75.68","76.32","75.44","8.00M","-0.70%"
"07/22/2024","76.64","76.83","77.19","76.26","9.17M","1.82%"
"07/19/2024","75.27","75.66","76.04","75.18","7.56M","-1.66%"
"07/18/2024","76.54","77.36","78.32","76.36","11.11M","-0.65%"
"07/17/2024","77.04","77.86","77.95","76.49","10.82M","-1.71%"
"07/16/2024","78.38","77.29","78.58","76.98","12.30M","0.47%"
"07/15/2024","78.01","78.09","78.60","77.45","12.61M","-2.06%"
"07/12/2024","79.65","80.30","81.01","79.43","14.86M","1.44%"
"07/11/2024","78.52","77.66","78.83","77.42","18.90M","3.30%"
"07/10/2024","76.01","75.28","76.65","75.25","12.24M","0.41%"
"07/09/2024","75.70","74.01","76.06","73.97","14.52M","2.99%"
"07/08/2024","73.50","73.61","73.71","72.95","10.92M","-1.37%"
"07/05/2024","74.52","74.67","74.71","73.61","14.93M","-1.39%"
"07/03/2024","75.57","74.18","75.81","74.18","11.77M","2.57%"
"07/02/2024","73.68","72.32","73.78","71.97","13.42M","2.08%"
"07/01/2024","72.18","72.51","73.02","72.02","9.03M","0.25%"
"06/28/2024","72.00","72.37","72.56","71.80","10.33M","-0.51%"
"06/27/2024","72.37","73.46","73.55","72.35","11.87M","-2.43%"
"06/26/2024","74.17","73.93","74.35","73.67","7.01M","0.51%"
"06/25/2024","73.79","74.50","74.76","73.61","16.99M","-1.34%"
"06/24/2024","74.79","74.12","75.93","74.12","20.13M","1.52%"
"06/21/2024","73.67","73.79","74.65","73.67","10.41M","-0.91%"
"06/20/2024","74.35","74.57","75.25","74.03","9.71M","-0.15%"
"06/18/2024","74.46","74.08","75.10","73.85","10.31M","-0.12%"
"06/17/2024","74.55","74.03","75.08","73.83","13.47M","1.64%"
"06/14/2024","73.35","74.21","74.29","73.26","18.28M","-3.08%"
"06/13/2024","75.68","76.50","76.99","75.49","14.03M","-2.20%"
"06/12/2024","77.38","78.08","78.12","76.98","12.07M","0.18%"
"06/11/2024","77.24","78.33","78.41","77.01","11.11M","-1.77%"
"06/10/2024","78.63","77.91","79.07","77.58","9.49M","1.14%"
"06/07/2024","77.75","78.28","78.65","77.47","12.19M","-2.00%"
"06/06/2024","79.33","78.75","79.38","78.09","11.21M","0.23%"
"06/05/2024","79.15","78.31","79.26","78.19","13.72M","1.76%"
"06/04/2024","77.79","77.52","78.19","77.12","10.78M","0.71%"
"06/03/2024","77.24","78.33","78.65","76.57","14.24M","-0.56%"
"05/31/2024","77.68","77.30","77.84","76.52","20.02M","-1.62%"
"05/30/2024","78.96","78.20","79.52","78.03","13.90M","0.72%"
"05/29/2024","78.39","78.09","78.69","77.57","18.45M","-1.89%"
"05/28/2024","79.90","80.12","81.03","79.36","15.21M","-0.84%"
"05/24/2024","80.57","79.82","81.86","79.06","41.46M","0.57%"
"05/23/2024","80.12","80.74","82.24","79.37","23.93M","-2.27%"
"05/22/2024","81.98","83.89","84.41","81.98","19.72M","-4.01%"
"05/21/2024","85.40","85.79","86.43","84.60","16.51M","-2.44%"
"05/20/2024","87.53","86.73","88.49","86.21","16.74M","-0.29%"
"05/17/2024","87.79","86.86","89.69","86.10","35.15M","2.12%"
"05/16/2024","85.97","81.27","86.75","80.96","47.26M","7.05%"
"05/15/2024","80.31","79.71","80.44","79.11","17.80M","1.86%"
"05/14/2024","78.84","78.98","79.83","77.06","44.69M","-6.02%"
"05/13/2024","83.88","82.01","84.28","81.90","32.01M","5.70%"
"05/10/2024","79.36","79.40","79.84","79.10","10.82M","0.73%"
"05/09/2024","78.79","78.83","79.24","78.04","9.63M","1.27%"
"05/08/2024","77.80","77.26","78.32","77.15","11.33M","-1.15%"
"05/07/2024","78.70","79.25","79.25","78.15","14.59M","-2.67%"
"05/06/2024","80.86","81.06","81.52","79.82","11.83M","0.27%"
"05/03/2024","80.64","80.58","80.68","79.03","19.36M","1.24%"
"05/02/2024","79.65","76.93","80.73","76.51","36.66M","6.38%"
"05/01/2024","74.87","74.36","75.61","74.24","10.57M","0.88%"
"04/30/2024","74.22","75.25","75.64","73.85","12.86M","-2.04%"
